Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,ISAT
691,4.11E+14,Parkside Primary School,4.11E+14,Bethalto CUSD 8,Bethalto,Madison,ELEMENTARY,Non Chicago School,60.6,41.9
692,2.50E+14,Bethel Grade School,2.50E+14,Bethel SD 82,Mount Vernon,Jefferson,ELEMENTARY,Non Chicago School,75.3,50
693,3.40E+14,Big Hollow Middle School,3.40E+14,Big Hollow SD 38,Ingleside,Lake,MIDDLE SCHL,Non Chicago School,26.4,56.5
694,3.40E+14,Big Hollow Elem School,3.40E+14,Big Hollow SD 38,Ingleside,Lake,ELEMENTARY,Non Chicago School,23.4,63.5
695,5.41E+14,Bismarck-Henning Jr High School,5.41E+14,Bismarck Henning CUSD 1,Bismarck,Vermilion,MIDDLE SCHL,Non Chicago School,30,62.8
696,5.41E+14,Bismarck-Henning Elem School,5.41E+14,Bismarck Henning CUSD 1,Bismarck,Vermilion,ELEMENTARY,Non Chicago School,35.1,64.4
697,1.90E+14,Westfield Middle School,1.90E+14,Bloomingdale SD 13,Bloomingdale,Dupage,MIDDLE SCHL,Non Chicago School,8.7,78.9
698,1.90E+14,DuJardin Elementary School,1.90E+14,Bloomingdale SD 13,Bloomingdale,Dupage,ELEMENTARY,Non Chicago School,6.4,78
699,1.90E+14,Erickson Elementary School,1.90E+14,Bloomingdale SD 13,Bloomingdale,Dupage,ELEMENTARY,Non Chicago School,5.4,84
700,1.71E+14,Bloomington Jr High School,1.71E+14,Bloomington SD 87,Bloomington,McLean,MIDDLE SCHL,Non Chicago School,58.1,53
701,1.71E+14,Bent Elem School,1.71E+14,Bloomington SD 87,Bloomington,McLean,ELEMENTARY,Non Chicago School,75.8,58.4
702,1.71E+14,Irving Elementary School,1.71E+14,Bloomington SD 87,Bloomington,McLean,ELEMENTARY,Non Chicago School,87.4,37.8
703,1.71E+14,Oakland Elementary School,1.71E+14,Bloomington SD 87,Bloomington,McLean,ELEMENTARY,Non Chicago School,35,77.3
704,1.71E+14,Sheridan Elem School,1.71E+14,Bloomington SD 87,Bloomington,McLean,ELEMENTARY,Non Chicago School,85.4,41.6
705,1.71E+14,Stevenson Elem School,1.71E+14,Bloomington SD 87,Bloomington,McLean,ELEMENTARY,Non Chicago School,48.5,70.6
706,1.71E+14,Washington Elem School,1.71E+14,Bloomington SD 87,Bloomington,McLean,ELEMENTARY,Non Chicago School,33.1,72.5
707,1.70E+14,Ruth M Schneider Elem School,1.70E+14,Blue Ridge CUSD 18,Farmer City,Dewitt,ELEMENTARY,Non Chicago School,46.7,66.2
708,1.70E+14,Blue Ridge Intermediate-Jr HS,1.70E+14,Blue Ridge CUSD 18,Mansfield,Dewitt,ELEMENTARY,Non Chicago School,45.3,55.6
709,2.50E+14,Bluford Elem School,2.50E+14,Bluford CCSD 114,Bluford,Jefferson,ELEMENTARY,Non Chicago School,53.9,64.2
710,3.00E+13,Greenville Jr High School,3.00E+13,Bond County CUSD 2,Greenville,Bond,MIDDLE SCHL,Non Chicago School,41.4,57.5
711,3.00E+13,Greenville Elem School,3.00E+13,Bond County CUSD 2,Greenville,Bond,ELEMENTARY,Non Chicago School,48.7,57.1
712,3.00E+13,Pocahontas Center,3.00E+13,Bond County CUSD 2,Pocahontas,Bond,ELEMENTARY,Non Chicago School,58.9,66.4
713,3.00E+13,Sorento Elem School,3.00E+13,Bond County CUSD 2,Sorento,Bond,ELEMENTARY,Non Chicago School,58.3,76.9
714,3.20E+14,Bourbonnais Upper Grade Center,3.20E+14,Bourbonnais SD 53,Bourbonnais,Kankakee,MIDDLE SCHL,Non Chicago School,39.3,60.9
715,3.20E+14,Shabbona Elem School,3.20E+14,Bourbonnais SD 53,Bourbonnais,Kankakee,ELEMENTARY,Non Chicago School,56.2,46.8
716,3.20E+14,Alan B Shepard Elem School,3.20E+14,Bourbonnais SD 53,Bourbonnais,Kankakee,ELEMENTARY,Non Chicago School,51.4,62.9
717,3.20E+14,Noel Levasseur Elem School,3.20E+14,Bourbonnais SD 53,Bourbonnais,Kankakee,ELEMENTARY,Non Chicago School,38,71.2
718,3.20E+14,Liberty Intermediate School,3.20E+14,Bourbonnais SD 53,Bourbonnais,Kankakee,ELEMENTARY,Non Chicago School,43.9,66
719,2.40E+14,Braceville Elem School,2.40E+14,Braceville SD 75,Braceville,Grundy,ELEMENTARY,Non Chicago School,56.4,60
720,2.81E+14,Bradford Jr High School,2.81E+14,Bradford CUSD 1,Bradford,Stark,MIDDLE SCHL,Non Chicago School,42.6,48.2
721,2.81E+14,Bradford Grade School,2.81E+14,Bradford CUSD 1,Bradford,Stark,ELEMENTARY,Non Chicago School,48.5,63.2
722,3.20E+14,Bradley Central Middle School,3.20E+14,Bradley SD 61,Bradley,Kankakee,MIDDLE SCHL,Non Chicago School,54.2,40.9
723,3.20E+14,Bradley West Elem School,3.20E+14,Bradley SD 61,Bradley,Kankakee,ELEMENTARY,Non Chicago School,53.9,57.9
724,4.81E+14,Brimfield Grade School,4.81E+14,Brimfield CUSD 309,Brimfield,Peoria,ELEMENTARY,Non Chicago School,19.4,73.6
725,6.02E+13,S E GrossMiddle School,6.02E+13,Brookfield Lagrange Park SD 95,Brookfield,Cook,MIDDLE SCHL,Non Chicago School,25.4,68.4
726,6.02E+13,Brook Park Elem School,6.02E+13,Brookfield Lagrange Park SD 95,La Grange Park,Cook,ELEMENTARY,Non Chicago School,19.1,76.5
727,5.01E+14,Lovejoy Middle School,5.01E+14,Brooklyn UD 188,Lovejoy,Saint Clair,MIDDLE SCHL,Non Chicago School,100,21.1
728,5.01E+14,Lovejoy Elementary School,5.01E+14,Brooklyn UD 188,Lovejoy,Saint Clair,ELEMENTARY,Non Chicago School,100,15.5
729,7.02E+13,Brookwood Jr High School,7.02E+13,Brookwood SD 167,Glenwood,Cook,MIDDLE SCHL,Non Chicago School,67.7,40.7
730,7.02E+13,Brookwood Middle School,7.02E+13,Brookwood SD 167,Glenwood,Cook,ELEMENTARY,Non Chicago School,70.5,49.1
731,7.02E+13,Longwood Elem School,7.02E+13,Brookwood SD 167,Glenwood,Cook,ELEMENTARY,Non Chicago School,78.9,54.1
732,7.02E+13,Hickory Bend Elem School,7.02E+13,Brookwood SD 167,Glenwood,Cook,ELEMENTARY,Non Chicago School,67.1,62.4
733,4.60E+14,Brown County Middle School,4.60E+14,Brown County CUSD 1,Mt Sterling,Brown,MIDDLE SCHL,Non Chicago School,51.5,56.1
734,4.60E+14,Brown County Elementary School,4.60E+14,Brown County CUSD 1,Mount Sterling,Brown,ELEMENTARY,Non Chicago School,55.9,53.1
735,3.03E+13,Brownstown Jr High School,3.03E+13,Brownstown CUSD 201,Brownstown,Fayette,MIDDLE SCHL,Non Chicago School,60,32.9
736,3.03E+13,Brownstown Elem School,3.03E+13,Brownstown CUSD 201,Brownstown,Fayette,ELEMENTARY,Non Chicago School,63.3,58.7
737,4.00E+14,Brussels High School,4.00E+14,Brussels CUSD 42,Brussels,Calhoun,HIGH SCHOOL,Non Chicago School,53,58.8
738,4.00E+14,Brussels Grade School,4.00E+14,Brussels CUSD 42,Brussels,Calhoun,ELEMENTARY,Non Chicago School,47.3,68.3
739,2.04E+13,Buncombe Cons School,2.04E+13,Buncombe Cons SD 43,Buncombe,Johnson,ELEMENTARY,Non Chicago School,61.2,39.5
740,4.01E+14,Wolf Ridge Junior High School,4.01E+14,Bunker Hill CUSD 8,Bunker Hill,Macoupin,MIDDLE SCHL,Non Chicago School,43.5,44.3
741,4.01E+14,Wolf Ridge Elementary,4.01E+14,Bunker Hill CUSD 8,Bunker Hill,Macoupin,ELEMENTARY,Non Chicago School,42.9,48.3
742,7.02E+13,Liberty Junior High School,7.02E+13,Burbank SD 111,Burbank,Cook,MIDDLE SCHL,Non Chicago School,51.4,55.8
743,7.02E+13,Luther Burbank Elem School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,35.9,46.5
744,7.02E+13,Richard Byrd Elementary School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,70.9,52.7
745,7.02E+13,J B Kennedy Elem School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,53.1,67.7
746,7.02E+13,Maddock Elementary School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,50.1,46.7
747,7.02E+13,F B Mccord Elem School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,63.8,54.1
748,7.02E+13,Edward J Tobin Elem School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,33.7,63
749,7.02E+13,Harry E Fry School,7.02E+13,Burbank SD 111,Burbank,Cook,ELEMENTARY,Non Chicago School,72.4,64.9
750,2.80E+14,Bureau Valley South,2.80E+14,Bureau Valley CUSD 340,Buda,Bureau,MIDDLE SCHL,Non Chicago School,57.7,60.3
751,2.80E+14,Bureau Valley North,2.80E+14,Bureau Valley CUSD 340,Walnut,Bureau,ELEMENTARY,Non Chicago School,43.1,65.1
752,7.02E+13,Burnham Elem School,7.02E+13,Burnham SD 154-5,Burnham,Cook,ELEMENTARY,Non Chicago School,90.8,35
753,2.61E+14,Bushnell-Prairie City Jr High Sch,2.61E+14,Bushnell Prairie City CUSD 170,Bushnell,McDonough,MIDDLE SCHL,Non Chicago School,55.4,48.9
754,2.61E+14,Bushnell-Prairie City Elem Sch,2.61E+14,Bushnell Prairie City CUSD 170,Bushnell,McDonough,ELEMENTARY,Non Chicago School,66.5,52.7
755,1.90E+14,Butler Junior High School,1.90E+14,Butler SD 53,Oak Brook,Dupage,MIDDLE SCHL,Non Chicago School,0.6,94.2
756,1.90E+14,Brook Forest Elem School,1.90E+14,Butler SD 53,Oak Brook,Dupage,ELEMENTARY,Non Chicago School,0.7,93.9
757,4.71E+14,Byron Middle School,4.71E+14,Byron CUSD 226,Byron,Ogle,MIDDLE SCHL,Non Chicago School,18.3,74
758,4.71E+14,Mary Morgan Elem Sch,4.71E+14,Byron CUSD 226,Byron,Ogle,ELEMENTARY,Non Chicago School,28.3,86.8
759,5.01E+14,7th Grade Academy,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,MIDDLE SCHL,Non Chicago School,95.4,29.7
760,5.01E+14,8th Grade Academy,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,MIDDLE SCHL,Non Chicago School,93.4,24.6
761,5.01E+14,Oliver Parks 6th Grade School,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,ELEMENTARY,Non Chicago School,94,21.9
762,5.01E+14,Huffman Elem School,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,ELEMENTARY,Non Chicago School,95,28.2
763,5.01E+14,Penniman Elem School,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,ELEMENTARY,Non Chicago School,94.5,30
764,5.01E+14,Cahokia School of Choice,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,ELEMENTARY,Non Chicago School,85.7,38.4
765,2.00E+13,Cairo Jr/Sr High School,2.00E+13,Cairo USD 1,Cairo,Alexander,HIGH SCHOOL,Non Chicago School,97.3,20.7
766,2.00E+13,Cairo Elementary School,2.00E+13,Cairo USD 1,Cairo,Alexander,ELEMENTARY,Non Chicago School,99.7,32.7
767,4.00E+14,Calhoun Elementary/ Jr High Sch,4.00E+14,Calhoun CUSD 40,Hardin,Calhoun,ELEMENTARY,Non Chicago School,52.3,65.4
768,7.02E+13,Wentworth Jr High School,7.02E+13,Calumet City SD 155,Calumet City,Cook,MIDDLE SCHL,Non Chicago School,85.4,32.9
769,7.02E+13,Wentworth Intermediate School,7.02E+13,Calumet City SD 155,Calumet City,Cook,ELEMENTARY,Non Chicago School,79.6,30.1
770,7.02E+13,Burr Oak Elem School,7.02E+13,Calumet Public SD 132,Calumet Park,Cook,ELEMENTARY,Non Chicago School,89.9,35.1
771,7.02E+13,Calumet Elem School,7.02E+13,Calumet Public SD 132,Calumet Park,Cook,ELEMENTARY,Non Chicago School,93,38
772,2.80E+14,Cambridge Jr/Sr High School,2.80E+14,Cambridge CUSD 227,Cambridge,Henry,HIGH SCHOOL,Non Chicago School,38.9,59.8
773,2.80E+14,Cambridge Comm Grade School,2.80E+14,Cambridge CUSD 227,Cambridge,Henry,ELEMENTARY,Non Chicago School,27.2,65.4
774,2.20E+14,Ingersoll Middle School,2.20E+14,Canton Union SD 66,Canton,Fulton,MIDDLE SCHL,Non Chicago School,53.9,55.6
775,2.20E+14,Westview Elementary School,2.20E+14,Canton Union SD 66,Canton,Fulton,ELEMENTARY,Non Chicago School,67.4,67.7
776,2.20E+14,Lincoln Elementary School,2.20E+14,Canton Union SD 66,Canton,Fulton,ELEMENTARY,Non Chicago School,49.1,58.6
777,2.20E+14,Eastview Elementary School,2.20E+14,Canton Union SD 66,Canton,Fulton,ELEMENTARY,Non Chicago School,67.7,61.5
778,4.91E+14,Eagle Ridge School,4.91E+14,Carbon Cliff-Barstow SD 36,Silvis,Rock Island,ELEMENTARY,Non Chicago School,90.9,29.6
779,3.00E+14,Carbondale Middle School,3.00E+14,Carbondale ESD 95,Carbondale,Jackson,MIDDLE SCHL,Non Chicago School,68.4,39.8
780,3.00E+14,Thomas Elementary School,3.00E+14,Carbondale ESD 95,Carbondale,Jackson,ELEMENTARY,Non Chicago School,68.1,38.7
781,3.00E+14,Lewis School,3.00E+14,Carbondale ESD 95,Carbondale,Jackson,ELEMENTARY,Non Chicago School,66,49.2
782,4.01E+14,Carlinville Middle School,4.01E+14,Carlinville CUSD 1,Carlinville,Macoupin,MIDDLE SCHL,Non Chicago School,41.6,60.9
783,4.01E+14,Carlinville Intermediate School,4.01E+14,Carlinville CUSD 1,Carlinville,Macoupin,ELEMENTARY,Non Chicago School,53.4,64.1
784,1.30E+14,Carlyle Junior High School,1.30E+14,Carlyle CUSD 1,Carlyle,Clinton,MIDDLE SCHL,Non Chicago School,42.6,50.5
785,1.30E+14,Carlyle Elementary School,1.30E+14,Carlyle CUSD 1,Carlyle,Clinton,ELEMENTARY,Non Chicago School,45.2,65.9
786,2.01E+14,Carmi White Cnty Jr High Sch,2.01E+14,Carmi-White County CUSD 5,Carmi,White,MIDDLE SCHL,Non Chicago School,48.5,49.5
787,2.01E+14,Jefferson Attendance Center,2.01E+14,Carmi-White County CUSD 5,Carmi,White,ELEMENTARY,Non Chicago School,59.9,58.7
788,2.01E+14,Washington Attendance Center,2.01E+14,Carmi-White County CUSD 5,Carmi,White,ELEMENTARY,Non Chicago School,51.8,51.9
789,2.01E+14,Carrier Mills-Stonefort Elem Sch,2.01E+14,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,ELEMENTARY,Non Chicago School,62.3,33.9
790,4.00E+14,Carrollton Grade School,4.00E+14,Carrollton CUSD 1,Carrollton,Greene,ELEMENTARY,Non Chicago School,56.7,57.1
791,2.11E+14,Carterville Jr High Sch,2.11E+14,Carterville CUSD 5,Carterville,Williamson,MIDDLE SCHL,Non Chicago School,44.3,64.4
792,2.11E+14,Tri-C Elementary School,2.11E+14,Carterville CUSD 5,Carterville,Williamson,ELEMENTARY,Non Chicago School,44.3,59.5
793,2.11E+14,Carterville Intermediate Sch,2.11E+14,Carterville CUSD 5,Carterville,Williamson,ELEMENTARY,Non Chicago School,45.9,65.4
794,2.60E+14,Carthage Middle School,2.60E+14,Carthage ESD 317,Carthage,Hancock,MIDDLE SCHL,Non Chicago School,47.6,61.2
795,2.60E+14,Carthage Primary School,2.60E+14,Carthage ESD 317,Carthage,Hancock,ELEMENTARY,Non Chicago School,39.9,55.2
796,4.41E+14,Cary Jr High School,4.41E+14,Cary CCSD 26,Cary,McHenry,MIDDLE SCHL,Non Chicago School,18.6,75.4
797,4.41E+14,Briargate Elem School,4.41E+14,Cary CCSD 26,Cary,McHenry,ELEMENTARY,Non Chicago School,15.8,78.5
798,4.41E+14,Three Oaks School,4.41E+14,Cary CCSD 26,Cary,McHenry,ELEMENTARY,Non Chicago School,33.4,68.6
799,4.41E+14,Deer Path Elem School,4.41E+14,Cary CCSD 26,Cary,McHenry,ELEMENTARY,Non Chicago School,16.2,76.1
800,11012004C260001,Casey-Westfield Jr/Sr HS,11012004C260000,Casey-Westfield CUSD 4C,Casey,Clark,HIGH SCHOOL,Non Chicago School,54.2,56.6
801,11012004C262003,Monroe Elem School,11012004C260000,Casey-Westfield CUSD 4C,Casey,Clark,ELEMENTARY,Non Chicago School,99.8,58.3
802,1.90E+14,Cass Jr High School,1.90E+14,Cass SD 63,Darien,Dupage,MIDDLE SCHL,Non Chicago School,14.1,78.6
803,1.90E+14,Concord Elem School,1.90E+14,Cass SD 63,Darien,Dupage,ELEMENTARY,Non Chicago School,11.8,79.9
804,5.41E+14,Catlin Elem School,5.41E+14,Catlin CUSD 5,Catlin,Vermilion,ELEMENTARY,Non Chicago School,25.3,63.6
805,7.02E+13,Central Middle School,7.02E+13,CCSD 146,Tinley Park,Cook,MIDDLE SCHL,Non Chicago School,41.3,63
806,7.02E+13,Bert H Fulton School,7.02E+13,CCSD 146,Tinley Park,Cook,ELEMENTARY,Non Chicago School,40.6,72
807,7.02E+13,Memorial Elem School,7.02E+13,CCSD 146,Tinley Park,Cook,ELEMENTARY,Non Chicago School,40.1,65
808,7.02E+13,Walter F Fierke Ed Center,7.02E+13,CCSD 146,Oak Forest,Cook,ELEMENTARY,Non Chicago School,29.3,73
809,7.02E+13,Arnold W Kruse Ed Center,7.02E+13,CCSD 146,Orland Park,Cook,ELEMENTARY,Non Chicago School,43.2,75
810,7.02E+13,Rickover Jr High School,7.02E+13,CCSD 168,Sauk Village,Cook,MIDDLE SCHL,Non Chicago School,71.8,19.7
811,7.02E+13,Strassburg Elem,7.02E+13,CCSD 168,Sauk Village,Cook,ELEMENTARY,Non Chicago School,83.1,28.3
812,1.90E+14,Burr Ridge Middle School,1.90E+14,CCSD 180,Burr Ridge,Dupage,MIDDLE SCHL,Non Chicago School,53.4,50.7
813,1.90E+14,Anne M Jeans Elem School,1.90E+14,CCSD 180,Willowbrook,Dupage,ELEMENTARY,Non Chicago School,62.5,50.9
814,3.01E+14,Community Cons School,3.01E+14,CCSD 204,Pinckneyville,Perry,ELEMENTARY,Non Chicago School,40,60.4
815,5.02E+13,Algonquin Middle School,5.02E+13,CCSD 62,Des Plaines,Cook,MIDDLE SCHL,Non Chicago School,61.8,54.7
816,5.02E+13,Chippewa Middle School,5.02E+13,CCSD 62,Des Plaines,Cook,MIDDLE SCHL,Non Chicago School,52.3,61.9
817,5.02E+13,Iroquois Community School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,32,67.9
818,5.02E+13,Central Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,45.5,73.2
819,5.02E+13,Cumberland Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,44.4,71.9
820,5.02E+13,Forest Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,51.6,67.7
821,5.02E+13,North Elementary School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,72.8,58.2
822,5.02E+13,Orchard Place Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,82.1,51.3
823,5.02E+13,Plainfield Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,75.4,59.7
824,5.02E+13,South Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,71.6,61.2
825,5.02E+13,Terrace Elem School,5.02E+13,CCSD 62,Des Plaines,Cook,ELEMENTARY,Non Chicago School,39,68.3
826,1.90E+14,Glen Crest Middle School,1.90E+14,CCSD 89,Glen Ellyn,Dupage,MIDDLE SCHL,Non Chicago School,19.6,80.9
827,1.90E+14,Arbor View Elem School,1.90E+14,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,Non Chicago School,15.3,79.8
828,1.90E+14,Briar Glen Elem School,1.90E+14,CCSD 89,Wheaton,Dupage,ELEMENTARY,Non Chicago School,20.1,77.6
829,1.90E+14,Park View Elem School,1.90E+14,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,Non Chicago School,22,82.2
830,1.90E+14,Westfield Elem School,1.90E+14,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,Non Chicago School,23.5,78.8
831,1.90E+14,Stratford Middle School,1.90E+14,CCSD 93,Bloomingdale,Dupage,MIDDLE SCHL,Non Chicago School,36.7,67.2
832,1.90E+14,Carol Stream Elem School,1.90E+14,CCSD 93,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,55.1,59.6
833,1.90E+14,Roy De Shane Elementary School,1.90E+14,CCSD 93,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,33.8,75.7
834,1.90E+14,Western Trails Elem School,1.90E+14,CCSD 93,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,55.1,66.5
835,1.90E+14,Elsie C Johnson Elem Sch,1.90E+14,CCSD 93,Hanover Park,Dupage,ELEMENTARY,Non Chicago School,52.8,62.1
836,1.90E+14,Jay Stream Middle School,1.90E+14,CCSD 93,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,36.6,67.6
837,1.90E+14,Heritage Lakes Elem School,1.90E+14,CCSD 93,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,24.8,81.5
838,1.90E+14,CloverdaleElem School,1.90E+14,CCSD 93,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,32.5,80.8
839,1.90E+14,Lakeview Jr High School,1.90E+14,Center Cass SD 66,Downers Grove,Dupage,MIDDLE SCHL,Non Chicago School,9,79
840,1.90E+14,Prairieview Elementary School,1.90E+14,Center Cass SD 66,Downers Grove,Dupage,ELEMENTARY,Non Chicago School,10.4,75.5
841,1.11E+14,Central A & M Middle School,1.11E+14,Central A & M CUD 21,Assumption,Shelby,MIDDLE SCHL,Non Chicago School,43.6,55.2
842,1.11E+14,Gregory Intermediate,1.11E+14,Central A & M CUD 21,Moweaqua,Shelby,ELEMENTARY,Non Chicago School,47,57.1
843,1.31E+14,Central City Elem School,1.31E+14,Central City SD 133,Centralia,Marion,ELEMENTARY,Non Chicago School,51.4,52.3
844,1.00E+13,Central Junior High School,1.00E+13,Central CUSD 3,Camp Point,Adams,MIDDLE SCHL,Non Chicago School,45,48.3
845,1.00E+13,Central 3-4 Middle School,1.00E+13,Central CUSD 3,Golden,Adams,ELEMENTARY,Non Chicago School,46.7,57
846,3.10E+14,Central Middle School,3.10E+14,Central CUSD 301,Burlington,Kane,MIDDLE SCHL,Non Chicago School,8.2,83.6
847,3.10E+14,Prairie Knolls Middle Sch,3.10E+14,Central CUSD 301,Elgin,Kane,MIDDLE SCHL,Non Chicago School,15.9,77.1
848,3.10E+14,Howard B Thomas Grade School,3.10E+14,Central CUSD 301,Burlington,Kane,ELEMENTARY,Non Chicago School,15,74.5
849,3.10E+14,Lily Lake Grade School,3.10E+14,Central CUSD 301,Maple Park,Kane,ELEMENTARY,Non Chicago School,16.3,85.4
850,3.10E+14,Prairie View Grade School,3.10E+14,Central CUSD 301,Elgin,Kane,ELEMENTARY,Non Chicago School,5.5,80.4
851,3.10E+14,Country Trails Elem,3.10E+14,Central CUSD 301,Elgin,Kane,ELEMENTARY,Non Chicago School,9.3,74.9
852,3.20E+14,John L Nash Middle School,3.20E+14,Central CUSD 4,Clifton,Iroquois,MIDDLE SCHL,Non Chicago School,37.7,64.1
853,3.20E+14,Chebanse Elem School,3.20E+14,Central CUSD 4,Chebanse,Iroquois,ELEMENTARY,Non Chicago School,46.4,70.2
854,5.01E+14,Joseph Arthur Middle School,5.01E+14,Central SD 104,O Fallon,Saint Clair,MIDDLE SCHL,Non Chicago School,57.9,55.6
855,5.01E+14,Central Elem School,5.01E+14,Central SD 104,O Fallon,Saint Clair,ELEMENTARY,Non Chicago School,56.7,62.1
856,5.31E+14,Central Intermediate Sch,5.31E+14,Central SD 51,Washington,Tazewell,ELEMENTARY,Non Chicago School,17.7,73.5
857,5.31E+14,Central Primary Sch,5.31E+14,Central SD 51,Washington,Tazewell,ELEMENTARY,Non Chicago School,15,86.7
858,7.02E+13,Charles J Sahs Elem School,7.02E+13,Central Stickney SD 110,Chicago,Cook,ELEMENTARY,Non Chicago School,65.4,53.9
859,1.31E+14,Centralia Jr High School,1.31E+14,Centralia SD 135,Centralia,Marion,MIDDLE SCHL,Non Chicago School,99.5,40.6
860,1.31E+14,Jordan Elem School,1.31E+14,Centralia SD 135,Centralia,Marion,ELEMENTARY,Non Chicago School,99.6,52.1
861,1.31E+14,Lincoln Elem School,1.31E+14,Centralia SD 135,Centralia,Marion,ELEMENTARY,Non Chicago School,100,45.7
862,1.31E+14,Schiller Elem School,1.31E+14,Centralia SD 135,Centralia,Marion,ELEMENTARY,Non Chicago School,99.5,62.1
863,2.08E+13,Century Jr/Sr High School,2.08E+13,Century CUSD 100,Ullin,Pulaski,HIGH SCHOOL,Non Chicago School,65.9,48.2
864,2.08E+13,Century Elementary School,2.08E+13,Century CUSD 100,Ullin,Pulaski,ELEMENTARY,Non Chicago School,57.4,50.8
865,3.91E+14,Cerro Gordo Middle School,3.91E+14,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,MIDDLE SCHL,Non Chicago School,39.4,62.5
866,3.91E+14,Cerro Gordo Elem School,3.91E+14,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,ELEMENTARY,Non Chicago School,43.3,65.2
867,8.01E+13,Chadwick Junior High School,8.01E+13,Chadwick-Milledgeville CUSD 399,Chadwick,Carroll,MIDDLE SCHL,Non Chicago School,33.6,65.1
868,8.01E+13,Chadwick Elem School,8.01E+13,Chadwick-Milledgeville CUSD 399,Chadwick,Carroll,ELEMENTARY,Non Chicago School,49.3,65.2
869,8.01E+13,Milledgeville Elem School,8.01E+13,Chadwick-Milledgeville CUSD 399,Milledgeville,Carroll,ELEMENTARY,Non Chicago School,44.6,80.6
870,9.01E+13,Edison Middle School,9.01E+13,Champaign CUSD 4,Champaign,Champaign,MIDDLE SCHL,Non Chicago School,56.7,50.7
871,9.01E+13,Jefferson Middle School,9.01E+13,Champaign CUSD 4,Champaign,Champaign,MIDDLE SCHL,Non Chicago School,60.6,51.3
