Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,ISAT
920,6.02E+13,Columbus West Elementary School,6.02E+13,Cicero SD 99,Cicero,Cook,ELEMENTARY,Non Chicago School,94.6,31.6
921,3.20E+14,Cissna Park Jr High School,3.20E+14,Cissna Park CUSD 6,Cissna Park,Iroquois,MIDDLE SCHL,Non Chicago School,4.8,75.4
922,3.20E+14,Cissna Park Elementary School,3.20E+14,Cissna Park CUSD 6,Cissna Park,Iroquois,ELEMENTARY,Non Chicago School,1.7,82.4
923,1.20E+14,Clay City Jr High School,1.20E+14,Clay City CUSD 10,Clay City,Clay,MIDDLE SCHL,Non Chicago School,37.7,57
924,1.20E+14,Clay City Elem School,1.20E+14,Clay City CUSD 10,Clay City,Clay,ELEMENTARY,Non Chicago School,64.7,46
925,1.70E+14,Clinton Jr High School,1.70E+14,Clinton CUSD 15,Clinton,Dewitt,MIDDLE SCHL,Non Chicago School,43.9,41.8
926,1.70E+14,Lincoln Elem School,1.70E+14,Clinton CUSD 15,Clinton,Dewitt,ELEMENTARY,Non Chicago School,58.8,64
927,1.70E+14,Webster Elem School,1.70E+14,Clinton CUSD 15,Clinton,Dewitt,ELEMENTARY,Non Chicago School,49,53.4
928,2.40E+14,Coal City Middle School,2.40E+14,Coal City CUSD 1,Coal City,Grundy,MIDDLE SCHL,Non Chicago School,31,63
929,2.40E+14,Coal City Elem School,2.40E+14,Coal City CUSD 1,Coal City,Grundy,ELEMENTARY,Non Chicago School,36.4,66.4
930,2.40E+14,Coal City Intermediate School,2.40E+14,Coal City CUSD 1,Coal City,Grundy,ELEMENTARY,Non Chicago School,29.8,64.3
931,2.09E+13,Cobden Jr High School,2.09E+13,Cobden SUD 17,Cobden,Union,MIDDLE SCHL,Non Chicago School,58.9,50.7
932,2.09E+13,Cobden Elem School,2.09E+13,Cobden SUD 17,Cobden,Union,ELEMENTARY,Non Chicago School,63.2,57
933,4.11E+14,Collinsville Middle School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,MIDDLE SCHL,Non Chicago School,57.7,47.9
934,4.11E+14,Webster Elementary School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,70.3,50
935,4.11E+14,Caseyville Elementary School,4.11E+14,Collinsville CUSD 10,Caseyville,Madison,ELEMENTARY,Non Chicago School,83.5,39.6
936,4.11E+14,Kreitner Elem School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,96,40.1
937,4.11E+14,Jefferson Elem School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,48.4,63
938,4.11E+14,John A Renfro Elementary School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,55.8,47.8
939,4.11E+14,Summit Elementary School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,65.6,62.9
940,4.11E+14,Maryville Elem School,4.11E+14,Collinsville CUSD 10,Maryville,Madison,ELEMENTARY,Non Chicago School,35.5,68.8
941,4.11E+14,Twin Echo Elem School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,64.5,58.6
942,4.11E+14,Dorris Intermediate Sch,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,ELEMENTARY,Non Chicago School,58.9,60.1
943,2.80E+14,Colona Grade School,2.80E+14,Colona SD 190,Colona,Henry,ELEMENTARY,Non Chicago School,58.2,45
944,4.51E+14,Columbia Middle School,4.51E+14,Columbia CUSD 4,Columbia,Monroe,MIDDLE SCHL,Non Chicago School,9.8,72.4
945,4.51E+14,Parkview Elementary School,4.51E+14,Columbia CUSD 4,Columbia,Monroe,ELEMENTARY,Non Chicago School,12.9,79.5
946,5.02E+13,Grove Jr High School,5.02E+13,Comm Cons SD 59,Elk Grove Village,Cook,MIDDLE SCHL,Non Chicago School,52.3,52.1
947,5.02E+13,Holmes Jr High School,5.02E+13,Comm Cons SD 59,Mt Prospect,Cook,MIDDLE SCHL,Non Chicago School,52,58
948,5.02E+13,Friendship Jr High School,5.02E+13,Comm Cons SD 59,Des Plaines,Cook,MIDDLE SCHL,Non Chicago School,54.2,60.3
949,5.02E+13,Brentwood Elem School,5.02E+13,Comm Cons SD 59,Des Plaines,Cook,ELEMENTARY,Non Chicago School,40.9,74
950,5.02E+13,Adm Richard E Byrd Elem School,5.02E+13,Comm Cons SD 59,Elk Grove Village,Cook,ELEMENTARY,Non Chicago School,66.8,52.6
951,5.02E+13,Clearmont Elem School,5.02E+13,Comm Cons SD 59,Elk Grove Village,Cook,ELEMENTARY,Non Chicago School,31.6,70.3
952,5.02E+13,Devonshire School,5.02E+13,Comm Cons SD 59,Des Plaines,Cook,ELEMENTARY,Non Chicago School,49.9,68.9
953,5.02E+13,Forest View Elem School,5.02E+13,Comm Cons SD 59,Mt Prospect,Cook,ELEMENTARY,Non Chicago School,29.9,70.3
954,5.02E+13,Robert Frost Elem School,5.02E+13,Comm Cons SD 59,Mt Prospect,Cook,ELEMENTARY,Non Chicago School,62,59.7
955,5.02E+13,John Jay Elem School,5.02E+13,Comm Cons SD 59,Mt Prospect,Cook,ELEMENTARY,Non Chicago School,83,55.1
956,5.02E+13,Juliette Low Elem School,5.02E+13,Comm Cons SD 59,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,56,63.5
957,5.02E+13,Rupley Elem School,5.02E+13,Comm Cons SD 59,Elk Grove Village,Cook,ELEMENTARY,Non Chicago School,74.4,52.6
958,5.02E+13,Salt Creek Elem School,5.02E+13,Comm Cons SD 59,Elk Grove Village,Cook,ELEMENTARY,Non Chicago School,60.3,51.9
959,5.02E+13,Ridge Family Center for Learning,5.02E+13,Comm Cons SD 59,Elk Grove Village,Cook,ELEMENTARY,Non Chicago School,34.8,78.8
960,4.41E+14,Heineman Middle School,4.41E+14,Cons SD 158,Algonquin,McHenry,MIDDLE SCHL,Non Chicago School,6.5,80.1
961,4.41E+14,Marlowe Middle School,4.41E+14,Cons SD 158,Lake in the Hills,McHenry,MIDDLE SCHL,Non Chicago School,8.3,75.5
962,4.41E+14,Leggee Elementary School,4.41E+14,Cons SD 158,Huntley,McHenry,ELEMENTARY,Non Chicago School,5.3,69.8
963,4.41E+14,Martin Elementary School,4.41E+14,Cons SD 158,Lake in the Hills,McHenry,ELEMENTARY,Non Chicago School,6.6,74.7
964,4.41E+14,Conley Elementary School,4.41E+14,Cons SD 158,Algonquin,McHenry,ELEMENTARY,Non Chicago School,6.8,82.2
965,7.02E+13,Everett F Kerr Middle School,7.02E+13,Cook County SD 130,Blue Island,Cook,MIDDLE SCHL,Non Chicago School,95.2,37.5
966,7.02E+13,Nathan Hale Middle School,7.02E+13,Cook County SD 130,Crestwood,Cook,MIDDLE SCHL,Non Chicago School,77.3,47.4
967,7.02E+13,Veterans Memorial Middle Sch,7.02E+13,Cook County SD 130,Blue Island,Cook,MIDDLE SCHL,Non Chicago School,91.3,41.9
968,7.02E+13,Nathan Hale Intermediate,7.02E+13,Cook County SD 130,Crestwood,Cook,ELEMENTARY,Non Chicago School,77.3,47.1
969,7.02E+13,Paul Revere Intermediate School,7.02E+13,Cook County SD 130,Blue Island,Cook,ELEMENTARY,Non Chicago School,93.6,45.7
970,7.02E+13,Whittier Elementary School,7.02E+13,Cook County SD 130,Blue Island,Cook,ELEMENTARY,Non Chicago School,95.1,47.3
971,7.02E+13,Lincoln Elem School,7.02E+13,Cook County SD 130,Blue Island,Cook,ELEMENTARY,Non Chicago School,93.1,56.6
972,7.02E+13,Nathan Hale Primary School,7.02E+13,Cook County SD 130,Crestwood,Cook,ELEMENTARY,Non Chicago School,78.1,45.8
973,7.02E+13,Paul Revere Primary School,7.02E+13,Cook County SD 130,Blue Island,Cook,ELEMENTARY,Non Chicago School,92.5,33.3
974,7.02E+13,George Washington Elementary Sch,7.02E+13,Cook County SD 130,Alsip,Cook,ELEMENTARY,Non Chicago School,91.1,48.9
975,1.71E+14,Cornell Elem School,1.71E+14,Cornell CCSD 426,Cornell,Livingston,ELEMENTARY,Non Chicago School,43.4,48.5
976,4.51E+14,Coulterville Junior High School,4.51E+14,Coulterville USD 1,Coulterville,Randolph,MIDDLE SCHL,Non Chicago School,50,26.9
977,4.51E+14,Coulterville Elementary School,4.51E+14,Coulterville USD 1,Coulterville,Randolph,ELEMENTARY,Non Chicago School,68.9,43
978,7.02E+13,Southwood Middle School,7.02E+13,Country Club Hills SD 160,Country Club Hill,Cook,MIDDLE SCHL,Non Chicago School,69,41
979,7.02E+13,Zenon J SykutaSchool,7.02E+13,Country Club Hills SD 160,Country Club Hill,Cook,ELEMENTARY,Non Chicago School,73.8,44.3
980,7.02E+13,MeadowviewSchool,7.02E+13,Country Club Hills SD 160,Country Club Hill,Cook,ELEMENTARY,Non Chicago School,72.4,52
981,2.09E+13,Jonesboro Elem School,2.09E+13,County of Union Sch Dist No43,Jonesboro,Union,ELEMENTARY,Non Chicago School,52.4,53.8
982,4.10E+13,South Beloit Jr High School,4.10E+13,County of Winnebago SD 320,South Beloit,Winnebago,MIDDLE SCHL,Non Chicago School,64.2,51.3
983,4.10E+13,Riverview Elementary School,4.10E+13,County of Winnebago SD 320,South Beloit,Winnebago,ELEMENTARY,Non Chicago School,72.7,49.7
984,4.10E+13,Blackhawk Elementary School,4.10E+13,County of Winnebago SD 320,South Beloit,Winnebago,ELEMENTARY,Non Chicago School,61.5,72.1
985,11087003A260001,Cowden-Herrick Jr/Sr High School,11087003A260000,Cowden-Herrick CUSD 3A,Cowden,Shelby,HIGH SCHOOL,Non Chicago School,60.4,35.6
986,11087003A262001,Cowden-Herrick Grade School,11087003A260000,Cowden-Herrick CUSD 3A,Herrick,Shelby,ELEMENTARY,Non Chicago School,67.2,58.3
987,2.11E+14,Crab Orchard Elementary School,2.11E+14,Crab Orchard CUSD 3,Marion,Williamson,ELEMENTARY,Non Chicago School,43.3,43.8
988,3.20E+14,Crescent City Grade School,3.20E+14,Crescent Iroquois CUSD 249,Crescent City,Iroquois,ELEMENTARY,Non Chicago School,41.4,79.6
989,4.71E+14,Creston Elem School,4.71E+14,Creston CCSD 161,Creston,Ogle,ELEMENTARY,Non Chicago School,33.6,51.9
990,56099201U261002,Crete-Monee Middle School,56099201U260000,Crete Monee CUSD 201U,University Park,Will,MIDDLE SCHL,Non Chicago School,68,48.1
991,56099201U262003,Balmoral Elem Sch,56099201U260000,Crete Monee CUSD 201U,Crete,Will,ELEMENTARY,Non Chicago School,76.9,49.7
992,56099201U262004,Crete Elementary School,56099201U260000,Crete Monee CUSD 201U,Crete,Will,ELEMENTARY,Non Chicago School,75.7,52
993,56099201U262006,Monee Elementary School,56099201U260000,Crete Monee CUSD 201U,Monee,Will,ELEMENTARY,Non Chicago School,51.8,56.1
994,56099201U262007,Talala Elementary School,56099201U260000,Crete Monee CUSD 201U,Park Forest,Will,ELEMENTARY,Non Chicago School,87,47
995,56099201U262008,Coretta Scott King Magnet Sch*,56099201U260000,Crete Monee CUSD 201U,University Park,Will,ELEMENTARY,Non Chicago School,57.4,75.5
996,56099201U262009,Crete-Monee Sixth Grade Cntr,56099201U260000,Crete Monee CUSD 201U,Crete,Will,ELEMENTARY,Non Chicago School,71.6,52.5
997,5.31E+14,Parkview Jr High School,5.31E+14,Creve Coeur SD 76,Creve Coeur,Tazewell,MIDDLE SCHL,Non Chicago School,75.2,46.3
998,5.31E+14,LaSalle Elem School,5.31E+14,Creve Coeur SD 76,Creve Coeur,Tazewell,ELEMENTARY,Non Chicago School,76,40.1
999,4.41E+14,Lundahl Middle School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,MIDDLE SCHL,Non Chicago School,20.2,78.2
1000,4.41E+14,Hannah Beardsley Middle School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,MIDDLE SCHL,Non Chicago School,30.9,71.1
1001,4.41E+14,Canterbury Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,51.3,60.6
1002,4.41E+14,Husmann Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,22.5,76
1003,4.41E+14,Coventry Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,53.6,63.1
1004,4.41E+14,North Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,38.2,65.7
1005,4.41E+14,South Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,30.1,76.4
1006,4.41E+14,West Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,29.1,76.7
1007,4.41E+14,Indian Prairie Elem School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,31.8,83.1
1008,4.41E+14,Woods Creek Elementary School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,16.5,86.7
1009,4.41E+14,Glacier Ridge Elementary School,4.41E+14,Crystal Lake CCSD 47,Crystal Lake,McHenry,ELEMENTARY,Non Chicago School,20.6,83.2
1010,1.10E+14,Cumberland Elem School,1.10E+14,Cumberland CUSD 77,Toledo,Cumberland,ELEMENTARY,Non Chicago School,43.7,60
1011,1.90E+14,Monroe Middle School,1.90E+14,CUSD 200,Wheaton,Dupage,MIDDLE SCHL,Non Chicago School,27.4,71.3
1012,1.90E+14,Edison Middle School,1.90E+14,CUSD 200,Wheaton,Dupage,MIDDLE SCHL,Non Chicago School,18.7,79.5
1013,1.90E+14,Franklin Middle School,1.90E+14,CUSD 200,Wheaton,Dupage,MIDDLE SCHL,Non Chicago School,26.8,73.7
1014,1.90E+14,Hubble Middle School,1.90E+14,CUSD 200,Warrenville,Dupage,MIDDLE SCHL,Non Chicago School,30.4,69.8
1015,1.90E+14,Emerson Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,15.5,83.2
1016,1.90E+14,Hawthorne Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,40.3,68.2
1017,1.90E+14,Lincoln Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,27.8,82
1018,1.90E+14,Longfellow Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,21.8,91.2
1019,1.90E+14,Lowell Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,22.8,82.5
1020,1.90E+14,Madison Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,23.1,82.2
1021,1.90E+14,Pleasant Hill Elem School,1.90E+14,CUSD 200,Winfield,Dupage,ELEMENTARY,Non Chicago School,32.5,70.1
1022,1.90E+14,Carl Sandburg Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,31.1,70.4
1023,1.90E+14,Washington Elementary School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,35.3,69.5
1024,1.90E+14,Whittier Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,16.5,83.9
1025,1.90E+14,Wiesbrook Elem School,1.90E+14,CUSD 200,Wheaton,Dupage,ELEMENTARY,Non Chicago School,8.4,85.2
1026,1.90E+14,Bower Elem School,1.90E+14,CUSD 200,Warrenville,Dupage,ELEMENTARY,Non Chicago School,28.9,77.1
1027,1.90E+14,Clifford Johnson School,1.90E+14,CUSD 200,Warrenville,Dupage,ELEMENTARY,Non Chicago School,71.4,57.7
1028,1.90E+14,Westmont Jr High School,1.90E+14,CUSD 201,Westmont,Dupage,MIDDLE SCHL,Non Chicago School,31.2,65
1029,1.90E+14,J T Manning Elem School,1.90E+14,CUSD 201,Westmont,Dupage,ELEMENTARY,Non Chicago School,28.3,76.5
1030,1.90E+14,C E Miller Elem School,1.90E+14,CUSD 201,Westmont,Dupage,ELEMENTARY,Non Chicago School,46.7,77.4
1031,2.20E+14,Cuba Middle School,2.20E+14,CUSD 3 Fulton County,Cuba,Fulton,MIDDLE SCHL,Non Chicago School,58.7,29.6
1032,2.20E+14,Cuba Elem School,2.20E+14,CUSD 3 Fulton County,Cuba,Fulton,ELEMENTARY,Non Chicago School,56.4,43.2
1033,3.10E+14,Carpentersville Middle School,3.10E+14,CUSD 300,Carpentersville,Kane,MIDDLE SCHL,Non Chicago School,92.5,42.3
1034,3.10E+14,Algonquin Middle School,3.10E+14,CUSD 300,Algonquin,Kane,MIDDLE SCHL,Non Chicago School,32.6,62.9
1035,3.10E+14,Dundee Middle School,3.10E+14,CUSD 300,Dundee,Kane,MIDDLE SCHL,Non Chicago School,31.7,67.3
1036,3.10E+14,Hampshire Middle School,3.10E+14,CUSD 300,Hampshire,Kane,MIDDLE SCHL,Non Chicago School,25.9,62.2
1037,3.10E+14,Algonquin Lakes Elem Sch,3.10E+14,CUSD 300,Algonquin,Kane,ELEMENTARY,Non Chicago School,33.3,62.9
1038,3.10E+14,Liberty Elementary School,3.10E+14,CUSD 300,Carpentersville,Kane,ELEMENTARY,Non Chicago School,38,63.2
1039,3.10E+14,Lincoln Prairie Elem School,3.10E+14,CUSD 300,Lake In The Hills,Kane,ELEMENTARY,Non Chicago School,27.6,66.7
1040,3.10E+14,Dundee Highlands Elem School,3.10E+14,CUSD 300,West Dundee,Kane,ELEMENTARY,Non Chicago School,41.9,69.9
1041,3.10E+14,Eastview Elem School,3.10E+14,CUSD 300,Algonquin,Kane,ELEMENTARY,Non Chicago School,37.7,70
1042,3.10E+14,Golfview Elem School,3.10E+14,CUSD 300,Carpentersville,Kane,ELEMENTARY,Non Chicago School,97.1,30.8
1043,3.10E+14,Hampshire Elem School,3.10E+14,CUSD 300,Hampshire,Kane,ELEMENTARY,Non Chicago School,30.9,75.8
1044,3.10E+14,Lake in the Hills Elem School,3.10E+14,CUSD 300,Lake in the Hills,Kane,ELEMENTARY,Non Chicago School,47.2,61.5
1045,3.10E+14,Meadowdale Elem School,3.10E+14,CUSD 300,Carpentersville,Kane,ELEMENTARY,Non Chicago School,90.7,35.2
1046,3.10E+14,Parkview Elementary School,3.10E+14,CUSD 300,Carpentersville,Kane,ELEMENTARY,Non Chicago School,86.2,42.1
1047,3.10E+14,Sleepy Hollow Elem School,3.10E+14,CUSD 300,Sleepy Hollow,Kane,ELEMENTARY,Non Chicago School,35.5,67.4
1048,3.10E+14,Kenneth E Neubert Elem School,3.10E+14,CUSD 300,Algonquin,Kane,ELEMENTARY,Non Chicago School,28.4,72.3
1049,3.10E+14,Perry Elementary School,3.10E+14,CUSD 300,Carpentersville,Kane,ELEMENTARY,Non Chicago School,97.4,23.2
1050,3.10E+14,Lakewood School,3.10E+14,CUSD 300,Carpentersville,Kane,ELEMENTARY,Non Chicago School,95.4,37.4
1051,3.10E+14,Westfield Community School,3.10E+14,CUSD 300,Algonquin,Kane,ELEMENTARY,Non Chicago School,22.6,70.4
1052,3.10E+14,Gary D Wright Elem Sch,3.10E+14,CUSD 300,Hampshire,Kane,ELEMENTARY,Non Chicago School,22.7,54.5
1053,3.10E+14,Gilberts Elem Sch,3.10E+14,CUSD 300,Gilberts,Kane,ELEMENTARY,Non Chicago School,23.4,63.1
1054,31045300026201C,Cambridge Lakes Charter School*,3.10E+14,CUSD 300,Pingree Grove,Kane,CHARTER SCH,Non Chicago School,25.2,67.4
1055,1.00E+13,Unity Middle School,1.00E+13,CUSD 4,Mendon,Adams,MIDDLE SCHL,Non Chicago School,33.6,41.6
1056,1.00E+13,Greenfield Elementary School,1.00E+13,CUSD 4,Ursa,Adams,ELEMENTARY,Non Chicago School,36.7,54.2
1057,2.04E+13,Cypress Elem School,2.04E+13,Cypress SD 64,Cypress,Johnson,ELEMENTARY,Non Chicago School,55.6,73.3
1058,8.09E+13,Dakota Jr Sr High School,8.09E+13,Dakota CUSD 201,Dakota,Stephenson,HIGH SCHOOL,Non Chicago School,28.1,66.8
1059,2.80E+14,Dalzell Grade School,2.80E+14,Dalzell SD 98,Dalzell,Bureau,ELEMENTARY,Non Chicago School,36.8,64.5
1060,1.30E+14,Damiansville Elem School,1.30E+14,Damiansville SD 62,Damiansville,Clinton,ELEMENTARY,Non Chicago School,33.9,80.8
1061,5.41E+14,North Ridge Middle School,5.41E+14,Danville CCSD 118,Danville,Vermilion,MIDDLE SCHL,Non Chicago School,69,47.9
1062,5.41E+14,South View Middle School,5.41E+14,Danville CCSD 118,Danville,Vermilion,MIDDLE SCHL,Non Chicago School,89.7,26.9
1063,5.41E+14,Cannon Elem School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,94.9,42.8
1064,5.41E+14,Edison Elem School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,72.5,29.2
1065,5.41E+14,Garfield Elem School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,92.8,23.8
1066,5.41E+14,Liberty Elem School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,74.9,50.3
1067,5.41E+14,Northeast Elem Magnet School*,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,50.8,64.2
1068,5.41E+14,Meade Park Elem School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,92.7,28.1
1069,5.41E+14,East Park Elementary School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,89.2,44.4
1070,5.41E+14,SouthwestElem School,5.41E+14,Danville CCSD 118,Danville,Vermilion,ELEMENTARY,Non Chicago School,85.4,38.1
1071,1.90E+14,Eisenhower Jr High School,1.90E+14,Darien SD 61,Darien,Dupage,MIDDLE SCHL,Non Chicago School,37.4,70.1
1072,1.90E+14,Lace Elem School,1.90E+14,Darien SD 61,Darien,Dupage,ELEMENTARY,Non Chicago School,37.3,69.7
1073,3.91E+14,Thomas Jefferson Middle School,3.91E+14,Decatur SD 61,Decatur,Macon,MIDDLE SCHL,Non Chicago School,81.3,27.7
1074,3.91E+14,Stephen Decatur Middle School,3.91E+14,Decatur SD 61,Decatur,Macon,MIDDLE SCHL,Non Chicago School,80.6,30.9
1075,3.91E+14,Dennis Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,77.5,52
1076,3.91E+14,Enterprise Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,92,33.3
1077,3.91E+14,Benjamin Franklin Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,94.5,27.1
1078,3.91E+14,Mary W French Academy,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,77.9,48
1079,3.91E+14,Garfield Montessori School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,42,65.3
1080,3.91E+14,William Harris Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,93.8,22.9
1081,3.91E+14,Muffley Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,79.8,45.4
1082,3.91E+14,Oak Grove Accelerated School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,87.1,40.5
1083,3.91E+14,Parsons Accelerated School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,82.6,37.3
1084,3.91E+14,South Shores Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,74.5,37.6
1085,3.91E+14,Stevenson Accelerated School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,85.9,41.6
1086,3.91E+14,Michael E Baum Elem School,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,79.8,44.4
1087,3.91E+14,Johns Hill Magnet School*,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,54.7,66.7
1088,3.91E+14,Hope Academy,3.91E+14,Decatur SD 61,Decatur,Macon,ELEMENTARY,Non Chicago School,84.2,22.3
1089,39055061025201C,Robertson Charter School*,3.91E+14,Decatur SD 61,Decatur,Macon,CHARTER SCH,Non Chicago School,80.9,40.8
1090,5.31E+14,Dee-Mack Intermediate School,5.31E+14,Deer Creek-Mackinaw CUSD 701,Deer Creek,Tazewell,ELEMENTARY,Non Chicago School,27.2,73.2
1091,5.31E+14,Dee-Mack Primary/Jr High,5.31E+14,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,ELEMENTARY,Non Chicago School,26.2,75.3
1092,3.51E+14,Deer Park C C Elem School,3.51E+14,Deer Park CCSD 82,Ottawa,La Salle,ELEMENTARY,Non Chicago School,21.7,80.5
1093,3.40E+14,Alan B Shepard Middle School,3.40E+14,Deerfield SD 109,Deerfield,Lake,MIDDLE SCHL,Non Chicago School,1.3,86.7
1094,3.40E+14,Charles J Caruso Middle School,3.40E+14,Deerfield SD 109,Deerfield,Lake,MIDDLE SCHL,Non Chicago School,0.2,84.9
1095,3.40E+14,Kipling Elem School,3.40E+14,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,Non Chicago School,1.2,82.7
1096,3.40E+14,Walden Elem School,3.40E+14,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,Non Chicago School,0.8,92.8
1097,3.40E+14,Wilmot Elem School,3.40E+14,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,Non Chicago School,0,82.3
1098,3.40E+14,South Park Elem School,3.40E+14,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,Non Chicago School,0.2,89.2
1099,1.60E+14,Huntley Middle School,1.60E+14,DeKalb CUSD 428,Dekalb,Dekalb,MIDDLE SCHL,Non Chicago School,54,49.6
1100,1.60E+14,Lincoln Elementary School,1.60E+14,DeKalb CUSD 428,DeKalb,Dekalb,ELEMENTARY,Non Chicago School,65.5,59
1101,1.60E+14,Littlejohn Elem School,1.60E+14,DeKalb CUSD 428,DeKalb,Dekalb,ELEMENTARY,Non Chicago School,62,47.5
1102,1.60E+14,Tyler Elementary School,1.60E+14,DeKalb CUSD 428,De Kalb,Dekalb,ELEMENTARY,Non Chicago School,69.8,54.7
1103,1.60E+14,Cortland Elementary School,1.60E+14,DeKalb CUSD 428,Cortland,Dekalb,ELEMENTARY,Non Chicago School,60.5,53.1
1104,1.60E+14,Clinton Rosette Middle School,1.60E+14,DeKalb CUSD 428,DeKalb,Dekalb,ELEMENTARY,Non Chicago School,50.1,60.3
1105,1.60E+14,Gwendolyn Brooks Elem Sch,1.60E+14,DeKalb CUSD 428,Dekalb,Dekalb,ELEMENTARY,Non Chicago School,53.8,48.7
1106,1.60E+14,Malta Elementary School,1.60E+14,DeKalb CUSD 428,Malta,Dekalb,ELEMENTARY,Non Chicago School,41,72
1107,1.60E+14,Founders Elementary School,1.60E+14,DeKalb CUSD 428,Dekalb,Dekalb,ELEMENTARY,Non Chicago School,59.5,46.1
1108,3.91E+14,Deland-Weldon Middle School,3.91E+14,Deland-Weldon CUSD 57,Weldon,Piatt,MIDDLE SCHL,Non Chicago School,46.7,70.7
1109,3.91E+14,Deland-Weldon Elem School,3.91E+14,Deland-Weldon CUSD 57,Weldon,Piatt,ELEMENTARY,Non Chicago School,56.2,72.1
1110,5.31E+14,Delavan Jr High School,5.31E+14,Delavan CUSD 703,Delavan,Tazewell,MIDDLE SCHL,Non Chicago School,31.1,40
