Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,PSAE
132,3.30E+14,Abingdon-Avon High Sch,3.30E+14,Abingdon-Avon CUSD 276,Abingdon,Knox,HIGH SCHOOL,Non Chicago School,51.5,41
133,4.60E+14,A-C Central High School,4.60E+14,A-C Central CUSD 262,Ashland,Cass,HIGH SCHOOL,Non Chicago School,34.4,53.4
134,3.40E+14,Adlai E Stevenson High School,3.40E+14,Adlai E Stevenson HSD 125,Lincolnshire,Lake,HIGH SCHOOL,Non Chicago School,0.1,87.5
135,4.41E+14,Alden-Hebron High School,4.41E+14,Alden Hebron SD 19,Hebron,McHenry,HIGH SCHOOL,Non Chicago School,25.6,51.7
136,3.03E+13,Altamont High School,3.03E+13,Altamont CUSD 10,Altamont,Effingham,HIGH SCHOOL,Non Chicago School,40.6,62.5
137,4.11E+14,Alton High School,4.11E+14,Alton CUSD 11,Alton,Madison,HIGH SCHOOL,Non Chicago School,50.9,51.5
138,2.80E+14,AlWoodMiddle/High School,2.80E+14,AlWood CUSD 225,Woodhull,Henry,HIGH SCHOOL,Non Chicago School,29.2,51.8
139,4.71E+14,Amboy High School,4.71E+14,Amboy CUSD 272,Amboy,Lee,HIGH SCHOOL,Non Chicago School,30.3,56.8
140,2.09E+13,Anna-Jonesboro High School,2.09E+13,Anna Jonesboro CHSD 81,Anna,Union,HIGH SCHOOL,Non Chicago School,43.3,46.4
141,2.80E+14,Annawan High School,2.80E+14,Annawan CUSD 226,Annawan,Henry,HIGH SCHOOL,Non Chicago School,26.9,63.3
142,1.10E+14,Arcola High School,1.10E+14,Arcola CUSD 306,Arcola,Douglas,HIGH SCHOOL,Non Chicago School,43,33.6
143,3.91E+14,Argenta-Oreana High School,3.91E+14,Argenta-Oreana CUSD 1,Argenta,Macon,HIGH SCHOOL,Non Chicago School,34.8,50.7
144,7.02E+13,Argo Community High School,7.02E+13,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,Non Chicago School,65.3,43.4
145,5.41E+14,Armstrong High School,5.41E+14,Armstrong Twp HSD 225,Armstrong,Vermilion,HIGH SCHOOL,Non Chicago School,41.5,52.4
146,1.10E+14,Arthur-Lovington High School,1.10E+14,Arthur CUSD 305,Arthur,Douglas,HIGH SCHOOL,Non Chicago School,32.8,64.9
147,4.71E+14,Ashton-Franklin Center HS,4.71E+14,Ashton-Franklin Center CUSD 275,Ashton,Lee,HIGH SCHOOL,Non Chicago School,30.2,50
148,2.20E+14,Astoria High School,2.20E+14,Astoria CUSD 1,Astoria,Fulton,HIGH SCHOOL,Non Chicago School,51.9,60.9
149,3.81E+14,Athens Sr High School,3.81E+14,Athens CUSD 213,Athens,Menard,HIGH SCHOOL,Non Chicago School,19.2,57.9
150,3.91E+14,Atwood Hammond High School,3.91E+14,Atwood Hammond CUSD 39,Atwood,Piatt,HIGH SCHOOL,Non Chicago School,38.7,43.1
151,5.11E+14,Auburn High School,5.11E+14,Auburn CUSD 10,Auburn,Sangamon,HIGH SCHOOL,Non Chicago School,26,59.2
152,3.10E+14,East High School,3.10E+14,Aurora East USD 131,Aurora,Kane,HIGH SCHOOL,Non Chicago School,64.9,28.4
153,3.10E+14,West Aurora High School,3.10E+14,Aurora West USD 129,Aurora,Kane,HIGH SCHOOL,Non Chicago School,55.3,42
154,5.11E+14,Glenwood High School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,HIGH SCHOOL,Non Chicago School,17.4,72.3
155,3.40E+14,Barrington High School,3.40E+14,Barrington CUSD 220,Barrington,Lake,HIGH SCHOOL,Non Chicago School,19.7,77.8
156,3.10E+14,Batavia Sr High School,3.10E+14,Batavia USD 101,Batavia,Kane,HIGH SCHOOL,Non Chicago School,11,76.6
157,4.60E+14,Beardstown Jr/Sr High School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,HIGH SCHOOL,Non Chicago School,73.5,35.4
158,46009015026001C,Beardstown Charter Sch Learn Acad*,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,CHARTER SCH,Non Chicago School,74.3,10
159,3.03E+13,Beecher City Jr-Sr High School,3.03E+13,Beecher City CUSD 20,Beecher City,Effingham,HIGH SCHOOL,Non Chicago School,45,55.7
160,56099200U260001,Beecher High School,56099200U260000,Beecher CUSD 200U,Beecher,Will,HIGH SCHOOL,Non Chicago School,21.4,64.1
161,5.01E+14,Belleville High School-East,5.01E+14,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,Non Chicago School,38.7,54.3
162,5.01E+14,Belleville High School-West,5.01E+14,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,Non Chicago School,42.5,47.8
163,4.00E+13,Belvidere High School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,HIGH SCHOOL,Non Chicago School,40.1,41.2
164,4.00E+13,Belvidere North High Sch,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,HIGH SCHOOL,Non Chicago School,31.6,51.6
165,3.91E+14,Bement High School,3.91E+14,Bement CUSD 5,Bement,Piatt,HIGH SCHOOL,Non Chicago School,33.6,53.2
166,2.10E+14,Benton Cons High School,2.10E+14,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,Non Chicago School,52.6,54.3
167,4.11E+14,Civic Memorial High School,4.11E+14,Bethalto CUSD 8,Bethalto,Madison,HIGH SCHOOL,Non Chicago School,42.2,52.6
168,5.41E+14,Bismarck-Henning High School,5.41E+14,Bismarck Henning CUSD 1,Bismarck,Vermilion,HIGH SCHOOL,Non Chicago School,29,42.5
169,7.02E+13,Bloom High School,7.02E+13,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,Non Chicago School,83.8,21
170,7.02E+13,Bloom Trail High School,7.02E+13,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,Non Chicago School,80.3,32.6
171,1.71E+14,Bloomington High School,1.71E+14,Bloomington SD 87,Bloomington,McLean,HIGH SCHOOL,Non Chicago School,52.7,50.4
172,1.70E+14,Blue Ridge High School,1.70E+14,Blue Ridge CUSD 18,Farmer City,Dewitt,HIGH SCHOOL,Non Chicago School,38.3,63.4
173,3.00E+13,Bond Cty Comm Unit 2 High School,3.00E+13,Bond County CUSD 2,Greenville,Bond,HIGH SCHOOL,Non Chicago School,32.1,59.3
174,3.20E+14,Bradley-Bourbonnais C High School,3.20E+14,Bradley Bourbonnais CHSD 307,Bradley,Kankakee,HIGH SCHOOL,Non Chicago School,41.9,59.5
175,7.02E+13,Bremen High School,7.02E+13,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,Non Chicago School,43.3,36.1
176,7.02E+13,Tinley Park High School,7.02E+13,Bremen CHSD 228,Tinley Park,Cook,HIGH SCHOOL,Non Chicago School,28.4,48.4
177,7.02E+13,Hillcrest High School,7.02E+13,Bremen CHSD 228,Country Club Hill,Cook,HIGH SCHOOL,Non Chicago School,54.7,20.8
178,7.02E+13,Oak Forest High School,7.02E+13,Bremen CHSD 228,Oak Forest,Cook,HIGH SCHOOL,Non Chicago School,25.9,56
179,4.81E+14,Brimfield High School,4.81E+14,Brimfield CUSD 309,Brimfield,Peoria,HIGH SCHOOL,Non Chicago School,21.8,76.7
180,5.01E+14,Lovejoy Technology Academy,5.01E+14,Brooklyn UD 188,Lovejoy,Saint Clair,HIGH SCHOOL,Non Chicago School,97.1,8.3
181,4.60E+14,Brown County High School,4.60E+14,Brown County CUSD 1,Mount Sterling,Brown,HIGH SCHOOL,Non Chicago School,40.8,64.2
182,3.03E+13,Brownstown High School,3.03E+13,Brownstown CUSD 201,Brownstown,Fayette,HIGH SCHOOL,Non Chicago School,46.5,29.6
183,4.01E+14,Bunker Hill High School,4.01E+14,Bunker Hill CUSD 8,Bunker Hill,Macoupin,HIGH SCHOOL,Non Chicago School,39.9,50
184,2.80E+14,Bureau Valley High School,2.80E+14,Bureau Valley CUSD 340,Manlius,Bureau,HIGH SCHOOL,Non Chicago School,35.9,58.4
185,2.61E+14,Bushnell-Prairie City High Sch,2.61E+14,Bushnell Prairie City CUSD 170,Bushnell,McDonough,HIGH SCHOOL,Non Chicago School,53.3,31.1
186,4.71E+14,Byron High School 9-12,4.71E+14,Byron CUSD 226,Byron,Ogle,HIGH SCHOOL,Non Chicago School,24.6,68.6
187,5.01E+14,Cahokia High School,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,HIGH SCHOOL,Non Chicago School,85.2,21.8
188,2.00E+13,Cairo Jr/Sr High School,2.00E+13,Cairo USD 1,Cairo,Alexander,HIGH SCHOOL,Non Chicago School,97.3,6.5
189,4.00E+14,Calhoun High School,4.00E+14,Calhoun CUSD 40,Hardin,Calhoun,HIGH SCHOOL,Non Chicago School,33.9,57.5
190,2.80E+14,Cambridge Jr/Sr High School,2.80E+14,Cambridge CUSD 227,Cambridge,Henry,HIGH SCHOOL,Non Chicago School,38.9,50
191,2.20E+14,Canton High School,2.20E+14,Canton Union SD 66,Canton,Fulton,HIGH SCHOOL,Non Chicago School,49.6,49.2
192,3.00E+14,Carbondale Comm H S,3.00E+14,Carbondale CHSD 165,Carbondale,Jackson,HIGH SCHOOL,Non Chicago School,55.1,61.6
193,4.01E+14,Carlinville High School,4.01E+14,Carlinville CUSD 1,Carlinville,Macoupin,HIGH SCHOOL,Non Chicago School,36.1,61.8
194,1.30E+14,Carlyle High School,1.30E+14,Carlyle CUSD 1,Carlyle,Clinton,HIGH SCHOOL,Non Chicago School,28.8,51.2
195,2.01E+14,Carmi-White County High School,2.01E+14,Carmi-White County CUSD 5,Carmi,White,HIGH SCHOOL,Non Chicago School,30.5,35.3
196,2.01E+14,Carrier Mills-Stonefort H S,2.01E+14,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,HIGH SCHOOL,Non Chicago School,55,24.1
197,4.00E+14,Carrollton High School,4.00E+14,Carrollton CUSD 1,Carrollton,Greene,HIGH SCHOOL,Non Chicago School,35.6,66.7
198,2.11E+14,Carterville High School,2.11E+14,Carterville CUSD 5,Carterville,Williamson,HIGH SCHOOL,Non Chicago School,38.2,74.2
199,11012004C260001,Casey-Westfield Jr/Sr HS,11012004C260000,Casey-Westfield CUSD 4C,Casey,Clark,HIGH SCHOOL,Non Chicago School,54.2,47.4
200,5.41E+14,Catlin High School,5.41E+14,Catlin CUSD 5,Catlin,Vermilion,HIGH SCHOOL,Non Chicago School,23.8,43.8
201,1.11E+14,Central A & M High School,1.11E+14,Central A & M CUD 21,Moweaqua,Shelby,HIGH SCHOOL,Non Chicago School,29.5,55.5
202,1.30E+14,Central Comm High School,1.30E+14,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,Non Chicago School,25.8,63
203,1.00E+13,Central High School,1.00E+13,Central CUSD 3,Camp Point,Adams,HIGH SCHOOL,Non Chicago School,41.8,51.5
204,3.10E+14,Central High School,3.10E+14,Central CUSD 301,Burlington,Kane,HIGH SCHOOL,Non Chicago School,11,72.6
205,3.20E+14,Central High School,3.20E+14,Central CUSD 4,Clifton,Iroquois,HIGH SCHOOL,Non Chicago School,39.1,52.8
206,1.31E+14,Centralia High School,1.31E+14,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,Non Chicago School,59.9,48.8
207,2.08E+13,Century Jr/Sr High School,2.08E+13,Century CUSD 100,Ullin,Pulaski,HIGH SCHOOL,Non Chicago School,65.9,28.8
208,3.91E+14,Cerro Gordo High School,3.91E+14,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,HIGH SCHOOL,Non Chicago School,15.5,48.8
209,8.01E+13,Milledgeville High School,8.01E+13,Chadwick-Milledgeville CUSD 399,Milledgeville,Carroll,HIGH SCHOOL,Non Chicago School,25.6,51.1
210,9.01E+13,Centennial High School,9.01E+13,Champaign CUSD 4,Champaign,Champaign,HIGH SCHOOL,Non Chicago School,51.3,46.9
211,9.01E+13,Central High School,9.01E+13,Champaign CUSD 4,Champaign,Champaign,HIGH SCHOOL,Non Chicago School,47.2,49.9
212,1.10E+14,Charleston High School,1.10E+14,Charleston CUSD 1,Charleston,Coles,HIGH SCHOOL,Non Chicago School,37,58.2
213,4.51E+14,Chester High School,4.51E+14,Chester CUSD 139,Chester,Randolph,HIGH SCHOOL,Non Chicago School,37.5,47.8
214,2.10E+14,Christopher High,2.10E+14,Christopher USD 99,Christopher,Franklin,HIGH SCHOOL,Non Chicago School,54.5,43
215,3.40E+14,Antioch Comm High School,3.40E+14,CHSD 117,Antioch,Lake,HIGH SCHOOL,Non Chicago School,20.1,58.6
216,3.40E+14,Lakes Community High School,3.40E+14,CHSD 117,Lake Villa,Lake,HIGH SCHOOL,Non Chicago School,15,69.8
217,3.40E+14,Libertyville High School,3.40E+14,CHSD 128,Libertyville,Lake,HIGH SCHOOL,Non Chicago School,5.6,86.6
218,3.40E+14,Vernon Hills High School,3.40E+14,CHSD 128,Vernon Hills,Lake,HIGH SCHOOL,Non Chicago School,11.4,82.7
219,4.41E+14,Crystal Lake Central High School,4.41E+14,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,Non Chicago School,23.3,64.9
220,4.41E+14,Cary-Grove Community High School,4.41E+14,CHSD 155,Cary,McHenry,HIGH SCHOOL,Non Chicago School,11.5,74.9
221,4.41E+14,Crystal Lake South High School,4.41E+14,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,Non Chicago School,12.2,66.6
222,4.41E+14,Prairie Ridge High School,4.41E+14,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,Non Chicago School,8.4,74.3
223,7.02E+13,DD Eisenhower High Sch (Campus),7.02E+13,CHSD 218,Blue Island,Cook,HIGH SCHOOL,Non Chicago School,81.4,29.3
224,7.02E+13,H L Richards High Sch(Campus),7.02E+13,CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,Non Chicago School,61,45.6
225,7.02E+13,A B Shepard High Sch (Campus),7.02E+13,CHSD 218,Palos Heights,Cook,HIGH SCHOOL,Non Chicago School,53.9,45.8
226,1.90E+14,Community High School,1.90E+14,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,Non Chicago School,21.2,46.4
227,1.90E+14,Comm H S Dist 99 - North H S,1.90E+14,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,Non Chicago School,20.5,77.4
228,1.90E+14,Comm H S Dist 99 - South High Sch,1.90E+14,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,Non Chicago School,29.5,67.1
229,3.20E+14,Cissna Park Sr High School,3.20E+14,Cissna Park CUSD 6,Cissna Park,Iroquois,HIGH SCHOOL,Non Chicago School,0,64.3
230,1.20E+14,Clay City High School,1.20E+14,Clay City CUSD 10,Clay City,Clay,HIGH SCHOOL,Non Chicago School,34.4,41.7
231,1.70E+14,Clinton High School,1.70E+14,Clinton CUSD 15,Clinton,Dewitt,HIGH SCHOOL,Non Chicago School,40.2,42.7
232,2.40E+14,Coal City High School,2.40E+14,Coal City CUSD 1,Coal City,Grundy,HIGH SCHOOL,Non Chicago School,26.7,66.8
233,2.09E+13,Cobden High School,2.09E+13,Cobden SUD 17,Cobden,Union,HIGH SCHOOL,Non Chicago School,56.3,52.9
234,4.11E+14,Collinsville High School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,HIGH SCHOOL,Non Chicago School,48.6,46.6
235,4.51E+14,Columbia High School,4.51E+14,Columbia CUSD 4,Columbia,Monroe,HIGH SCHOOL,Non Chicago School,12.3,66
236,7.02E+13,Carl Sandburg High School,7.02E+13,Cons HSD 230,Orland Park,Cook,HIGH SCHOOL,Non Chicago School,12.6,66.3
237,7.02E+13,Amos Alonzo Stagg High School,7.02E+13,Cons HSD 230,Palos Hills,Cook,HIGH SCHOOL,Non Chicago School,32.4,57.6
238,7.02E+13,Victor J Andrew High School,7.02E+13,Cons HSD 230,Orland Hills,Cook,HIGH SCHOOL,Non Chicago School,16.2,66.5
239,4.41E+14,Huntley High School,4.41E+14,Cons SD 158,Huntley,McHenry,HIGH SCHOOL,Non Chicago School,8,69.9
240,4.51E+14,Coulterville High School,4.51E+14,Coulterville USD 1,Coulterville,Randolph,HIGH SCHOOL,Non Chicago School,43.9,41.7
241,4.10E+13,South Beloit Sr High School,4.10E+13,County of Winnebago SD 320,South Beloit,Winnebago,HIGH SCHOOL,Non Chicago School,60.5,59.1
242,4.31E+14,Metamora High School,4.31E+14,County of Woodford School,Metamora,Woodford,HIGH SCHOOL,Non Chicago School,13.6,74.4
243,11087003A260001,Cowden-Herrick Jr/Sr High School,11087003A260000,Cowden-Herrick CUSD 3A,Cowden,Shelby,HIGH SCHOOL,Non Chicago School,60.4,34.5
244,2.11E+14,Crab Orchard High School,2.11E+14,Crab Orchard CUSD 3,Marion,Williamson,HIGH SCHOOL,Non Chicago School,45.3,43.4
245,56099201U260001,Crete-Monee High School,56099201U260000,Crete Monee CUSD 201U,Crete,Will,HIGH SCHOOL,Non Chicago School,64.3,43.1
246,1.10E+14,Cumberland High School,1.10E+14,Cumberland CUSD 77,Toledo,Cumberland,HIGH SCHOOL,Non Chicago School,39.9,39.4
247,1.90E+14,Wheaton Warrenville South H S,1.90E+14,CUSD 200,Wheaton,Dupage,HIGH SCHOOL,Non Chicago School,20.3,68.9
248,1.90E+14,Wheaton North High School,1.90E+14,CUSD 200,Wheaton,Dupage,HIGH SCHOOL,Non Chicago School,24.4,77
249,1.90E+14,Westmont High School,1.90E+14,CUSD 201,Westmont,Dupage,HIGH SCHOOL,Non Chicago School,35.3,69.1
250,2.20E+14,Cuba Sr High School,2.20E+14,CUSD 3 Fulton County,Cuba,Fulton,HIGH SCHOOL,Non Chicago School,60,35.7
251,3.10E+14,Dundee-Crown High School,3.10E+14,CUSD 300,Carpentersville,Kane,HIGH SCHOOL,Non Chicago School,58.6,44.2
252,3.10E+14,Hampshire High School,3.10E+14,CUSD 300,Hampshire,Kane,HIGH SCHOOL,Non Chicago School,26.7,62
253,3.10E+14,Harry D Jacobs High School,3.10E+14,CUSD 300,Algonquin,Kane,HIGH SCHOOL,Non Chicago School,23.1,66.9
254,1.00E+13,Unity High School,1.00E+13,CUSD 4,Mendon,Adams,HIGH SCHOOL,Non Chicago School,25.5,47.7
255,8.09E+13,Dakota Jr Sr High School,8.09E+13,Dakota CUSD 201,Dakota,Stephenson,HIGH SCHOOL,Non Chicago School,28.1,70.3
256,5.41E+14,Danville High School,5.41E+14,Danville CCSD 118,Danville,Vermilion,HIGH SCHOOL,Non Chicago School,67.8,35.4
257,3.91E+14,Eisenhower High School,3.91E+14,Decatur SD 61,Decatur,Macon,HIGH SCHOOL,Non Chicago School,70.4,30.2
258,3.91E+14,MacArthur High School,3.91E+14,Decatur SD 61,Decatur,Macon,HIGH SCHOOL,Non Chicago School,65.5,34.7
259,5.31E+14,Dee-Mack High School,5.31E+14,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,HIGH SCHOOL,Non Chicago School,28.4,68.6
260,1.60E+14,De Kalb High School,1.60E+14,DeKalb CUSD 428,Dekalb,Dekalb,HIGH SCHOOL,Non Chicago School,45.9,47.9
261,3.91E+14,Deland-Weldon High School,3.91E+14,Deland-Weldon CUSD 57,De Land,Piatt,HIGH SCHOOL,Non Chicago School,40.7,42.9
262,5.31E+14,Delavan High School,5.31E+14,Delavan CUSD 703,Delavan,Tazewell,HIGH SCHOOL,Non Chicago School,27.9,55
263,2.80E+14,DePue High School,2.80E+14,DePue USD 103,DePue,Bureau,HIGH SCHOOL,Non Chicago School,96.6,31.3
264,3.03E+13,Dieterich Jr/Sr High School,3.03E+13,Dieterich CUSD 30,Dieterich,Effingham,HIGH SCHOOL,Non Chicago School,28.3,64.9
265,4.71E+14,Dixon High School,4.71E+14,Dixon USD 170,Dixon,Lee,HIGH SCHOOL,Non Chicago School,36.4,51.7
266,2.09E+13,Dongola High School,2.09E+13,Dongola USD 66,Dongola,Union,HIGH SCHOOL,Non Chicago School,59.3,27.5
267,3.20E+14,Donovan Sr High School,3.20E+14,Donovan CUSD 3,Donovan,Iroquois,HIGH SCHOOL,Non Chicago School,41.2,33.3
268,4.81E+14,Dunlap High School,4.81E+14,Dunlap CUSD 323,Dunlap,Peoria,HIGH SCHOOL,Non Chicago School,9.9,82.4
269,1.90E+14,Addison Trail High School,1.90E+14,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,Non Chicago School,59.3,47.4
270,1.90E+14,Willowbrook High School,1.90E+14,DuPage HSD 88,Villa Park,Dupage,HIGH SCHOOL,Non Chicago School,45.9,57.6
271,5.01E+14,Dupo High School,5.01E+14,Dupo CUSD 196,Dupo,Saint Clair,HIGH SCHOOL,Non Chicago School,48.3,41.7
272,3.01E+14,Duquoin High School,3.01E+14,Duquoin CUSD 300,Du Quoin,Perry,HIGH SCHOOL,Non Chicago School,43.3,60.5
273,4.10E+13,Durand High School,4.10E+13,Durand CUSD 322,Durand,Winnebago,HIGH SCHOOL,Non Chicago School,27.9,59
274,1.71E+14,Dwight High School,1.71E+14,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,Non Chicago School,28.6,52
275,3.51E+14,Earlville Jr/Sr High School,3.51E+14,Earlville CUSD 9,Earlville,La Salle,HIGH SCHOOL,Non Chicago School,46.7,47.7
276,4.11E+14,East Alton-Wood River High Sch,4.11E+14,East Alton-Wood River CHSD 14,Wood River,Madison,HIGH SCHOOL,Non Chicago School,66.1,35.6
277,8.04E+13,East Dubuque High School,8.04E+13,East Dubuque USD 119,East Dubuque,Jo Daviess,HIGH SCHOOL,Non Chicago School,21.2,81.6
278,5.31E+14,East Peoria High School,5.31E+14,East Peoria CHSD 309,East Peoria,Tazewell,HIGH SCHOOL,Non Chicago School,46.8,41.4
279,1.21E+14,East Richland High School,1.21E+14,East Richland CUSD 1,Olney,Richland,HIGH SCHOOL,Non Chicago School,43.7,47.7
280,5.01E+14,East St Louis Senior High School,5.01E+14,East St Louis SD 189,East Saint Louis,Saint Clair,HIGH SCHOOL,Non Chicago School,99.6,14.6
281,50082189022001C,SIU Charter Sch of East St Louis*,5.01E+14,East St Louis SD 189,East Saint Louis,Saint Clair,CHARTER SCH,Non Chicago School,99.1,17.7
282,50082189022002C,Tomorrows Builders Charter Schl*,5.01E+14,East St Louis SD 189,East Saint Louis,Saint Clair,CHARTER SCH,Non Chicago School,99,7.1
283,8.01E+13,Eastland Jr/Sr High School,8.01E+13,Eastland CUSD 308,Lanark,Carroll,HIGH SCHOOL,Non Chicago School,33.8,64
284,1.10E+14,Chrisman High School,1.10E+14,Edgar County CUD 6,Chrisman,Edgar,HIGH SCHOOL,Non Chicago School,30,55.6
285,1.00E+14,Edinburg High School,1.00E+14,Edinburg CUSD 4,Edinburg,Christian,HIGH SCHOOL,Non Chicago School,2.6,28.1
286,2.00E+14,Edwards County High School,2.00E+14,Edwards County CUSD 1,Albion,Edwards,HIGH SCHOOL,Non Chicago School,32.2,55
287,4.11E+14,Edwardsville High School,4.11E+14,Edwardsville CUSD 7,Edwardsville,Madison,HIGH SCHOOL,Non Chicago School,13.3,73.6
288,3.03E+13,Effingham High School,3.03E+13,Effingham CUSD 40,Effingham,Effingham,HIGH SCHOOL,Non Chicago School,28.4,54.9
289,2.00E+13,Egyptian Sr High School,2.00E+13,Egyptian CUSD 5,Tamms,Alexander,HIGH SCHOOL,Non Chicago School,100,30
290,4.31E+14,El Paso-Gridley High School,4.31E+14,El Paso-Gridley CUSD 11,El Paso,Woodford,HIGH SCHOOL,Non Chicago School,30.8,60.8
291,2.01E+14,Eldorado High School,2.01E+14,Eldorado CUSD 4,Eldorado,Saline,HIGH SCHOOL,Non Chicago School,52.6,35.9
292,1.90E+14,York Comm High School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,HIGH SCHOOL,Non Chicago School,16.6,76.5
293,4.81E+14,Elmwood High School,4.81E+14,Elmwood CUSD 322,Elmwood,Peoria,HIGH SCHOOL,Non Chicago School,17.8,68.6
294,6.02E+13,Elmwood Park High School,6.02E+13,Elmwood Park CUSD 401,Elmwood Park,Cook,HIGH SCHOOL,Non Chicago School,41,53
295,3.00E+14,Elverado High School,3.00E+14,Elverado CUSD 196,Elkville,Jackson,HIGH SCHOOL,Non Chicago School,57.8,33.8
296,5.51E+14,Erie High School,5.51E+14,Erie CUSD 1,Erie,Whiteside,HIGH SCHOOL,Non Chicago School,27.7,75
297,4.31E+14,Eureka High School,4.31E+14,Eureka CUD 140,Eureka,Woodford,HIGH SCHOOL,Non Chicago School,26.9,69.8
298,5.02E+13,Evanston Twp High School,5.02E+13,Evanston Twp HSD 202,Evanston,Cook,HIGH SCHOOL,Non Chicago School,40.9,70
299,7.02E+13,Evergreen Park High School,7.02E+13,Evergreen Park CHSD 231,Evergreen Park,Cook,HIGH SCHOOL,Non Chicago School,28.4,55.5
300,2.01E+14,Fairfield Comm High School,2.01E+14,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,Non Chicago School,34,42.7
301,4.81E+14,Farmington Central High Sch,4.81E+14,Farmington Central CUSD 265,Farmington,Peoria,HIGH SCHOOL,Non Chicago School,33.6,55.1
302,1.90E+14,Fenton High School,1.90E+14,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,Non Chicago School,47.6,54.1
303,4.31E+14,Fieldcrest High School,4.31E+14,Fieldcrest CUSD 6,Minonk,Woodford,HIGH SCHOOL,Non Chicago School,43.5,47.7
304,9.01E+13,Fisher Jr/Sr High School,9.01E+13,Fisher CUSD 1,Fisher,Champaign,HIGH SCHOOL,Non Chicago School,32.3,65.9
305,1.71E+14,Flanagan-Cornell High School,1.71E+14,Flanagan-Cornell Dist 74,Flanagan,Livingston,HIGH SCHOOL,Non Chicago School,30.4,47
306,1.20E+14,Flora High School,1.20E+14,Flora CUSD 35,Flora,Clay,HIGH SCHOOL,Non Chicago School,41.8,42.9
307,4.71E+14,Forreston Jr/Sr High Sch,4.71E+14,Forrestville Valley CUSD 221,Forreston,Ogle,HIGH SCHOOL,Non Chicago School,26.4,64.5
308,2.10E+14,Frankfort Comm High School,2.10E+14,Frankfort CUSD 168,West Frankfort,Franklin,HIGH SCHOOL,Non Chicago School,55,43.6
309,4.61E+14,Franklin Jr/Sr High School,4.61E+14,Franklin CUSD 1,Franklin,Morgan,HIGH SCHOOL,Non Chicago School,31.5,43.2
310,5.01E+14,Freeburg Community High Sch,5.01E+14,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,Non Chicago School,8.7,66.1
311,8.09E+13,Freeport High School,8.09E+13,Freeport SD 145,Freeport,Stephenson,HIGH SCHOOL,Non Chicago School,62.5,46.2
312,2.01E+14,Galatia High School,2.01E+14,Galatia CUSD 1,Galatia,Saline,HIGH SCHOOL,Non Chicago School,44.5,44.4
313,8.04E+13,Galena High School,8.04E+13,Galena USD 120,Galena,Jo Daviess,HIGH SCHOOL,Non Chicago School,22.2,68.5
314,3.30E+14,Galesburg High School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,HIGH SCHOOL,Non Chicago School,58.7,44.8
315,2.00E+14,Gallatin High School,2.00E+14,Gallatin CUSD 7,Junction,Gallatin,HIGH SCHOOL,Non Chicago School,47.5,45.5
316,2.80E+14,Galva Jr-Sr High School,2.80E+14,Galva CUSD 224,Galva,Henry,HIGH SCHOOL,Non Chicago School,43.5,46.1
317,2.40E+14,Gardner-South Wilmington Twp H S,2.40E+14,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,Non Chicago School,17.7,57.6
318,2.80E+14,Geneseo High School,2.80E+14,Geneseo CUSD 228,Geneseo,Henry,HIGH SCHOOL,Non Chicago School,18.1,70.4
319,3.10E+14,Geneva Community High School,3.10E+14,Geneva CUSD 304,Geneva,Kane,HIGH SCHOOL,Non Chicago School,5.2,80.6
